timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target
109,1.0,-2.65,-0.6416014,0.0178,53.0,54.255554,0.0,82.0,4883.0,4333.0,1.0,64.16014,50.0
110,1.0,-2.65,-0.33466566,0.0036,53.0,10.0,0.0,8.0,900.0,4333.0,1.0,33.466564,30.0
111,1.0,-2.65,-0.62092966,0.0082,53.0,52.122223,0.0,22.0,4691.0,4333.0,1.0,62.092964,90.0
112,1.0,-2.65,-0.484555,0.005,53.0,31.88889,0.0,13.0,2870.0,4333.0,1.0,48.4555,70.0
113,1.0,-2.65,-0.6241675,0.0076,53.0,52.166668,0.0,20.0,4695.0,4333.0,1.0,62.41675,10.0
114,1.0,-2.65,-0.6610928,0.0176,53.0,56.833332,0.0,70.0,5115.0,4333.0,1.0,66.10928,50.0
115,1.0,-2.65,-0.64306563,0.0108,53.0,54.866665,0.0,30.0,4938.0,4333.0,1.0,64.306564,50.0
116,1.0,-2.65,-0.6544087,0.0138,53.0,56.744446,0.0,39.0,5107.0,4333.0,1.0,65.44087,90.0
117,1.0,-2.65,-0.6650922,0.0176,53.0,57.5,0.0,74.0,5175.0,4333.0,1.0,66.50922,50.0
118,1.0,-2.65,-0.67119986,0.0175,53.0,58.377777,0.0,59.0,5254.0,4334.0,1.0,67.11999,10.0
119,1.0,-2.65,-0.6449858,0.0178,53.0,54.52222,0.0,136.0,4907.0,4334.0,1.0,64.49858,10.0
120,1.0,-2.65,-0.639238,0.0177,53.0,54.355556,0.0,109.0,4892.0,4334.0,1.0,63.9238,10.0
121,1.0,-2.65,-0.64774185,0.0177,53.0,55.5,0.0,56.0,4995.0,4334.0,1.0,64.774185,70.0
122,1.0,-2.65,-0.64905983,0.0177,53.0,55.577778,0.0,74.0,5002.0,4335.0,1.0,64.90598,70.0
123,1.0,-2.65,-0.6637713,0.0175,53.0,57.333332,0.0,57.0,5160.0,4335.0,1.0,66.37713,30.0
124,1.0,-2.65,-0.65401405,0.0178,53.0,56.455555,0.0,99.0,5081.0,4334.0,1.0,65.401405,70.0
125,1.0,-2.65,-0.6704925,0.0176,53.0,58.488888,0.0,59.0,5264.0,4334.0,1.0,67.04925,70.0
126,1.0,-2.65,-0.66642714,0.0176,53.0,57.855556,0.0,59.0,5207.0,4335.0,1.0,66.642715,30.0
127,1.0,-2.65,-0.665626,0.0142,53.0,57.6,0.0,40.0,5184.0,4335.0,1.0,66.5626,10.0
128,1.0,-2.65,-0.6738601,0.0175,53.0,58.288887,0.0,52.0,5246.0,4335.0,1.0,67.38601,90.0
129,1.0,-2.65,-0.6725379,0.0176,53.0,58.855556,0.0,77.0,5297.0,4335.0,1.0,67.25379,30.0
130,1.0,-2.65,-0.67717797,0.0176,53.0,59.02222,0.0,82.0,5312.0,4335.0,1.0,67.7178,10.0
131,1.0,-2.65,-0.6707237,0.0176,53.0,58.68889,0.0,61.0,5282.0,4335.0,1.0,67.072365,30.0
132,1.0,-2.65,-0.6727761,0.0173,53.0,58.533333,0.0,49.0,5268.0,4335.0,1.0,67.27761,50.0
133,1.0,-2.65,-0.64594495,0.0179,53.0,55.511112,0.0,103.0,4996.0,4335.0,1.0,64.5945,90.0
134,1.0,-2.65,-0.6531202,0.0175,53.0,56.211113,0.0,75.0,5059.0,4335.0,1.0,65.31202,70.0
135,1.0,-2.65,-0.65729487,0.0176,53.0,56.31111,0.0,100.0,5068.0,4335.0,1.0,65.729485,10.0
136,1.0,-2.65,-0.66091186,0.0176,53.0,56.922222,0.0,115.0,5123.0,4335.0,1.0,66.09119,10.0
137,1.0,-2.65,-0.659744,0.0176,53.0,57.711113,0.0,70.0,5194.0,4335.0,1.0,65.9744,90.0
138,1.0,-2.65,-0.6684166,0.0178,53.0,57.97778,0.0,56.0,5218.0,4335.0,1.0,66.84166,30.0
139,1.0,-2.65,-0.6661514,0.0177,53.0,57.72222,0.0,54.0,5195.0,4335.0,1.0,66.61514,90.0
140,1.0,-2.65,-0.6703837,0.0177,53.0,58.544445,0.0,144.0,5269.0,4335.0,1.0,67.03837,90.0
141,1.0,-2.65,-0.66989636,0.0177,53.0,58.355556,0.0,66.0,5252.0,4336.0,1.0,66.98964,50.0
142,1.0,-2.65,-0.6655004,0.0177,53.0,57.933334,0.0,139.0,5214.0,4335.0,1.0,66.55004,70.0
143,1.0,-2.65,-0.6716688,0.0178,53.0,58.233334,0.0,135.0,5241.0,4335.0,1.0,67.166885,10.0
144,1.0,-2.65,-0.66944766,0.0177,53.0,58.055557,0.0,120.0,5225.0,4336.0,1.0,66.94476,50.0
145,1.0,-2.65,-0.4272435,0.0038,53.0,23.288889,0.0,9.0,2096.0,4336.0,1.0,42.72435,70.0
146,1.0,-2.65,-0.66403216,0.0175,53.0,57.744446,0.0,133.0,5197.0,4337.0,1.0,66.40321,30.0
147,1.0,-2.65,-0.66486025,0.0174,53.0,57.466667,0.0,134.0,5172.0,4336.0,1.0,66.48602,50.0
148,1.0,-2.65,-0.35825312,0.0027,53.0,13.533334,0.0,4.0,1218.0,4336.0,1.0,35.825314,70.0
149,1.0,-2.65,-0.672002,0.0174,53.0,58.422222,0.0,124.0,5258.0,4337.0,1.0,67.2002,10.0
150,1.0,-2.65,-0.6695072,0.0175,53.0,58.8,0.0,63.0,5292.0,4336.0,1.0,66.95072,90.0
