timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target
1075,1.0,-2.45,-0.25252149,0.0179,49.0,56.9,0.0,90.0,5121.0,4346.0,1.0,25.252148,30.0
1076,1.0,-2.45,-0.25155744,0.0144,49.0,56.866665,0.0,40.0,5118.0,4346.0,1.0,25.155745,50.0
1077,1.0,-2.45,-0.25201523,0.0179,49.0,56.68889,0.0,103.0,5102.0,4346.0,1.0,25.201525,50.0
1078,1.0,-2.45,-0.25137874,0.018,49.0,56.7,0.0,52.0,5103.0,4347.0,1.0,25.137875,30.0
1079,1.0,-2.45,-0.2517305,0.018,49.0,56.97778,0.0,87.0,5128.0,4346.0,1.0,25.17305,90.0
1080,1.0,-2.45,-0.25137874,0.0179,49.0,56.7,0.0,107.0,5103.0,4346.0,1.0,25.137875,30.0
1081,-249.0,-2.45,-0.25091076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
1082,1.0,-1.2,-0.12886444,0.0173,24.0,231.75,0.0,37.0,5562.0,1089.0,1.0,12.886444,70.0
1083,1.0,-2.15,-0.216575,0.0029,43.0,16.27907,0.0,4.0,1400.0,3777.0,1.0,21.6575,10.0
1084,1.0,-2.75,-0.28287217,0.0143,55.0,57.122223,0.0,39.0,5141.0,3992.0,1.0,28.287216,30.0
